,problem_text,topic
4005,Prove that the polynomial of the degree n has no more than n root.,polynoms
4006,"Find a final arithmetical progress with a difference of six times the maximum length, consisting of prime numbers.",number_theory
4007,"On a flat horizontal area, there are five searchlights, each of which emits a laser beam under one of the two sharp angles α or β to the track and can only rotate around a vertical axis passing through the top of the beam. It is known that any four of these searchlights can be turned so that all four of the beams they emit will cross at the same point. Is it possible to turn all five searchlights in such a way that all five beams overlap at the same point?",dirichlet
4008,"There are three pucks A, B, and C on the plane. The hockey player beats one of the pucks so that it passes between the other two and stops at a certain point. Can all the pucks go back to their seats after 25 strokes?",number_theory
4009,"By using the theorem, find a number of x that meets ax + b 0 (mod m) where (a, m) = 1.",number_theory
4010,"There's an unbroken, non-self-reconclusive, crumbling, with 31 links (neighbourlines are not on one line). Each link has a line containing this link. Thirty-one lines have been obtained, some may have coincided. What is the lowest number of different lines that could have been achieved?",combinatorics
4011,"Positive rational numbers are given a, b. One of the roots of the three members is x2 – ax + b – a rational number in an inexhaustible record having the appearance of m/n. Prove that the denominator of at least one of the numbers a and b (in an inexhaustible entry) is not less than n2/3.",polynoms
4012,Research the equation systems:,polynoms
4013,"Petit only has 28 classmates, and every two out of 28 has a different number of friends in this class. How many friends does Petie have?",graphs
4014,"The king shall build them one by one, and he shall put on every hat of white, blue, or red; and after the end of the process, the king shall execute every wise man in a colour different from the colour of his head; and on the day of the re-evaluation all 100 members of the Council of the Wise shall agree and devise a way to minimize the number of the executed.",number_theory
4015,Prove that the number 30239 + 23930 is composite.,number_theory
4016,"A natural number is allowed. It is allowed to set the number plus figures arbitrarily and calculate the sum (e.g. 123456789 can be obtained from 12345 + 6 + 789 = 13140). With the number obtained, it is again allowed to perform the transaction, and so on. Prove that from any number it is possible to obtain a single one with not more than 10 such transactions.",invariant
4017,"Comment Decision Objective 64624 Themes: [The written quadrilaterals (other)] [The four points on the same circle] [The angles based on equal arcs and equal chords] [The median line of the triangle] [The parallel lines, properties and features. The overlapping] [Media from the hypotenuse] The complexity: 4-Classes: 8.9.10 Author: Zukow G. Dan is the written quadrilateral ABCD. AB and DC are respectively intersecting at K. It turns out that points B, D, as well as mid-M and N from AC and KC are on the same circle. What are the meanings of the ADC angle?",geometry
4018,"The largest natural number divider a, b will indicate (a, b). Let the natural number n be such that (n, n + 1) < (n, n + 2) <... < (n, n + 35). Prove that (n, n + 35) < (n, n, n + 36).",number_theory
4019,The sum of 31974 + 51974 is divided by 13.,number_theory
4020,Send comment Decision Page: < < 3 4 5 6 7 8 9 >> [Total tasks: 273] 1 2 5 10 20 50 100 with decisions,geometry
4021,"Petia put together several numbers, including N even and M odd. You can ask Petie about one of the N or M numbers, whether it is even. Is this enough to know whether the even or the odd sum that Petey received will be even?",number_theory
4022,"To find a four-digit number which, when divided by 131, gives in the balance 112, and when divided by 132 gives in the balance 98.",number_theory
4023,What is the lowest number of cells to be marked on the 15x15 board so that an elephant hits at least two marked cells from any cell of the board?,dirichlet
4024,In the equation x5 + 2x + 3 = pk numbers x and k are natural. Can the number p be simple?,number_theory
4025,"Consider a sequence whose first two members are equal to 1 and 2 respectively, and each next member is the smallest natural number that has not yet met in sequence, and which is not just mutual with the previous member of the sequence. Prove that each natural number is part of that sequence.",number_theory
4026,"Let's say that a deck of 52 cards is right, if each pair of cards next to each other matches by mast or dignity, the same is true for the top and bottom cards, and there's an ace of spades upstairs. Prove that the number of ways to fold the deck is right (a) divided by 12!; (b) divided by 13!",combinatorics
4027,There are 10 points on the line and 11 points on the parallel line. How many triangles are there? (b) Four triangles with vertebrates at these points?,combinatorics
4028,"Of the 49 pupils, each is familiar with at least 25 others. Prove that you can break them up into groups of two or three people in such a way that everyone is familiar with everyone in their group.",graphs
4029,"The glory multiplied the first n natural numbers, while Valera multiplied the first m of even natural numbers (n and m more). The result was the same number. Prove that at least one of the boys was wrong.",number_theory
4030,"There are several numbers, each of which is less than 1951. The total lowest number of any two numbers is more than 1951. To prove that the sum of the inverse values of these numbers is less than 2.",number_theory
